DOI;Title;Abstract;Exclusion_Criteria;Tema a tratar;Categorización;Falsos positivos;ojo con este;Categories;AbstractORArticle;Categories_RQ1;Categories_RQ2;Categories_RQ3;Categories_RQ4
10.1016/j.ifacol.2024.11.079.;Exploring Virtual Reality Avatars: Assessing Basic Emotion Representations for Mental Health Applications,;The importance of digitalization is increasing fast and has also found its way into medicine and therapeutic applications. Serious Games represent a category of interactive digital or analog games that can be used for this purpose. The use of new technologies such as virtual reality (VR) or virtual characters like avatars can have a supportive effect especially for people who perceive social interactions as challenging, which often occurs for people with autism spectrum disorders (ASD). Therefore, a study was conducted to evaluate three different types of avatars as well as their representation of the six basic emotions and a neutral category. Overall, 14 men and 9 women (M = 34.09 years old) participated in the study. The results show that the representation of the basic emotions was assessed significantly different for the different avatar types. Furthermore, differences regarding how well the target emotions were met were shown. Overall, the study results can help to identify suitable types of avatars to include it into future emotion-related scenarios of social interaction. Keywords: Avatars, Basic emotions, Evaluation, Mental health, Autism Spectrum Disorders (ASD).;;Trata de evaluar tres tipos diferente de avatares y su representación de las seis emociones básicas más una categroía Neutra;VR;GAME, TEA;;AR,VR;0;VR,AR;;;
10.1016/j.ijhcs.2023.103032.;FaceMe: An agent-based social game using augmented reality for the emotional development of children with autism spectrum disorder,;Children with autism spectrum disorder (ASD) experience impaired emotional development, which severely affects their social communication. Although some assistive technologies are effective in helping children with ASD to improve their social skills, they are generally considered to be unable to engage children in real-world social situations. This paper presents “FaceMe,” which is a virtual agent social game based on an augmented reality (AR) technology that supports children's emotional development. FaceMe uses a virtual agent, a set of tangible toolkits, and multilevel game mechanics to teach children about basic facial expressions in social scenarios and improve their emotional and communication skills. Empirical results show that the FaceMe virtual agent evoked active social behaviors in children with ASD who subsequently improved their ability to understand facial expressions. The FaceMe design guidelines for creating the virtual agent in the context of AR are presented, which opens up an interesting domain for future games using AR to support children's learning.;;Trata de un juego social con un agente virtual basado en tecnología de Realidad Aumentada (AR) para los problemas de comunicación social de niños con TEA;AR, GAME, TEA;;;AR;0;AR;;;
10.2196/51719.;Co-Design of a Virtual Reality Multiplayer Adventure Game for Adolescents With Autism Spectrum Disorder: Mixed Methods Study,;"Background
Virtual reality (VR) adventure games can offer ideal technological solutions for training social skills in adolescents with autism spectrum disorder (ASD), leveraging their support for multisensory and multiplayer interactions over distance, which may lower barriers to training access and increase user motivation. However, the design of VR-based game environments for social skills training is still understudied and deserves the deployment of an inclusive design approach to ensure its acceptability by target users.
Objective
We aimed to present the inclusive design process that we had followed to develop the Zentastic VR adventure game to foster social skills training in adolescents with ASD and to investigate its feasibility as a training environment for adolescents.
Methods
The VR game supports multiplayer training sessions involving small groups of adolescents and their therapists, who act as facilitators. Adolescents with ASD and their therapists were involved in the design and in an explorative acceptability study of an initial prototype of the gaming environment, as well as in a later feasibility multisession evaluation of the VR game final release.
Results
The feasibility study demonstrated good acceptability of the VR game by adolescents and an enhancement of their social skills from baseline to posttraining.
Conclusions
The findings provide preliminary evidence of the benefits that VR-based games can bring to the training of adolescents with ASD and, potentially, other neurodevelopmental disorders.";;Trata de un proceso de diseño inclusivo del juego de aventuras Zentastic VR, diseñado para fomentar el entrenamiento de habilidades sociales de adolescentes con TEA;VR, GAME, TEA;;;AR,VR;0;VR,AR;;;
10.2196/games.8428.;Virtual Travel Training for Autism Spectrum Disorder: Proof-of-Concept Interventional Study,;"Background
Autism Spectrum Disorder (ASD) is a neurodevelopmental disorder characterized by impairments in social interaction and repetitive patterns of behavior, which can lead to deficits in adaptive behavior. In this study, a serious game was developed to train individuals with ASD for an important type of outdoor activity, which is the use of buses as a means of transportation.
Objective
The aim of this study was to develop a serious game that defines a “safe environment” where the players became familiar with the process of taking a bus and to validate if it could be used effectively to teach bus-taking routines and adaptive procedures to individuals with ASD.
Methods
In the game, players were placed in a three-dimensional city and were submitted to a set of tasks that involved taking buses to reach specific destinations. Participants with ASD (n=10) underwent between 1 to 3 training sessions. Participants with typical development (n=10) were also included in this study for comparison purposes and received 1 control session.
Results
We found a statistically significant increase in the measures of knowledge of the process of riding a bus, a reduction in the electrodermal activity (a metric of anxiety) measured inside the bus environments, and a high success rate of their application within the game (93.8%).
Conclusions
The developed game proved to be potentially useful in the context of emerging immersive virtual reality technologies, of which use in therapies and serious games is still in its infancy. Our findings suggest that serious games, using these technologies, can be used effectively in helping people with ASD become more independent in outdoor activities, specifically regarding the use of buses for transportation.";;Trata de un juego serio para entrenar a individuos con TEA en una actividad al aire libre crucial: el uso del autobús como medio de transporte;TEA;VR, GAME;;AR,outdoor,VR;0;VR,AR;outdoor;;
10.1145/3665463.3678823;Foldiverse: Augmenting Paper Folding Physiotherapy for Children with Autism via Family-Centered Mixed Reality Design;Therapy involving paper folding-based fine motor activities has proven effective for children with autism. However, the lack of professional special education training makes it challenging for parents to create suitable guided activities that motivate their children during home sessions. To address this, we introduce Foldiverse, an AR game-based solution. Providing paper folding tutorials and real-time interactive feedback, it transforms paper folding into an interactive virtual life. The gamification approach stimulates children’s interest and enables parents to easily accompany the training at home. User experiments have shown that Foldiverse significantly increases children’s engagement and anticipation, providing a more gamified and family-inclusive training method for autism rehabilitation.;;Trata de presentamos Foldiverse, una solución basada en juegos de RA para la terapia de actividades de motricidad fina de niños con autismo;AR,GAME, TEA;;;AR,playground;0;AR;playground;;
10.1145/3572921.3572923;Opportunities for Serious Game Technologies to Engage Children with Autism in a Pakistani Sociocultural and Institutional Context: An investigation of the design space for serious game technologies to enhance engagement of children with autism and to facilitate external support provided;Usability and design of serious game technologies have been widely investigated as academic interventions tools for children with autism. However, besides the technology, the sociocultural and institutional context also impacts the gameplay activities of children with autism as well as the external support provided by instructors. Therefore, this paper investigates i) the impact of sociocultural and institutional context over the engagement of children with autism with serious game technologies, ii) the types of external support children with autism are offered or require during gameplay session, and iii) the type of rewards and encouragers that can act as unbiased support to increase the engagement of the children with autism during gameplay.This paper investigates these factors with an inductive analysis of educational gameplay activities of 23 children with autism in Lahore, Pakistan. Our study found that sociocultural and institutional context has substantial impact over the gameplay activities of children with autism. Children required both physical and verbal support during the gameplay activities, and institutional context influences the behavior of instructors as well. Finally, dynamic animations, rewards and encouragers can keep the children engaged for longer in the gameplay.;;Trata de investiga: i) el impacto del contexto sociocultural sobre el compromiso (engagement) de los niños, ii) los tipos de apoyo externo (físico y verbal) que requieren durante el juego, y iii) los tipos de recompensas y motivadores que actúan como apoyo imparcial;GAME, TEA;;;AR,rewards;0;AR;;rewards;
10.1145/3649902.3653008;Effects of Visual Cluttering in Virtual Reality on Visuomotor Integration in Autistic Individuals;Goal-directed throwing is ubiquitous in virtual reality (VR) games, demanding spatial and temporal accuracy to perceive position and motion, as well as to plan, and execute movement. Autistic individuals often show superior local visual sensitivity, which may paradoxically delay global visual processing, leading to incongruent visuomotor integration (VMI). Understanding VMI in VR and exploring supportive designs are vital for enhancing accessibility. We assessed VMI in VR with different levels of visual cluttering with autistic (n = 10) and non-autistic (n = 10) adults using overhand throwing with eye and hand tracking, comparing VR to identical physical environments and VR to visually simplified VR. In VR, all participants exhibited decreased throwing accuracy, increased visual scanning, and prolonged hand preparation phases. These differences were more significant in autistic individuals. However, our study highlighted an important effect: simplifying visual information in VR throwing resulted in autistic individuals outperforming non-autistic peers.;;"Trata de evaluar la VMI en RV con diferentes niveles de ""ruido visual"" (cluttering) en adultos autistas ($n = 10$) y no autistas ($n = 10$) mediante lanzamientos por encima del hombro con seguimiento ocular y manual";VR, TEA;;;AR,motion capture,VR;0;VR,AR;;;motion capture
10.1145/3401895.3401930;A serious game to support learning and minimize the social isolation of children with autism;People with Autism Spectrum Disorder (ASD) have characteristics described as the disability to relate to others, communication disorders, and obsessive concern about what is unchanging. In this sense, this paper aims to present an application for mobile devices, in a serious game format, whose purpose is to aid the teaching-learning process of autistic children, also seeking to reduce their isolation tendencies. Also, it shows both ontologies, and the Multiagent System integrated into the application. The validation occurred with autism specialists through questionnaires. The results indicate that the proposed application presents great potential to reach its objectives.;;Trata de aplicación para dispositivos móviles en formato de juego serio, cuyo propósito es ayudar al proceso de enseñanza-aprendizaje de niños autistas y reducir sus tendencias de aislamiento;GAME, TEA;;;AR;0;AR;;;
10.1145/3474349.3480216;FaceMe: An Augmented Reality Social Agent Game for Facilitating Children's Learning about Emotional Expressions;Children with autism spectrum disorder (ASD) experience dysfunctional emotional development leading to negative effects on their social communication. Although interventions are effective in helping children with ASD improve their social skills over time, they have been found to lack the essential ability to engage children in a real social environment. In this paper, we present “FaceMe,” which is an augmented reality (AR) system that uses a virtual agent and a set of tangible toolkits to teach children with ASD about six basic emotions and improve their emotional and communication skills. On the basis of the pilot data, the results suggest that children, especially those with ASD, were willing to socialize with the virtual agent and understand more emotional states. It is hoped that FaceMe can be used as a tool to provide assistance to children with ASD, as well as a way for future interface system design to support emotional development in children.;;"Trata de presentamos ""FaceMe"", un sistema de Realidad Aumentada (RA) que utiliza un agente virtual y un conjunto de herramientas tangibles (tangible toolkits) para enseñar a los niños con TEA las seis emociones básicas y mejorar sus habilidades emocionales y de comunicación";AR, GAME, TEA;;;AR;0;AR;;;
10.1145/3695652.3695658;Critical Analysis on the Design and Development of an E-Learning System for Autism Spectrum Disorder Intervention through Gamified Augmented Reality and Emotion-Recognition;In the Philippines the state of care for those with Autism Spectrum Disorder (ASD) is affected by factors such as upfront cost, the availability of care staff and care resources, and the limited integration of technology. Individuals with ASD often have trouble reliably identifying emotions in social situations, a known trait that has inspired much research into relevant assistive technologies. Many technologies have been proposed to aid in improving the condition of those with ASD via various means. This paper discusses a system which aims to use computer vision integrated with Augmented Reality (AR) to develop a novel assistive application. This application's purpose is to aid care professionals working with individuals with ASD through a system that can recognize facial expressions, output a reading on said emotion, and then display that output in a real-time AR display.;;Trata de presenta un sistema que utiliza visión por computadora integrada con Realidad Aumentada (AR) para desarrollar una aplicación asistiva innovadora. El propósito es ayudar a los profesionales que trabajan con individuos con TEA mediante un sistema que puede reconocer expresiones faciales, generar una lectura de dicha emoción y mostrar ese resultado en una pantalla de AR en tiempo real;AR, GAME, TEA;;;AR;0;AR;;;
10.1145/3395035.3425188;Bodily Expression of Social Initiation Behaviors in ASC and non-ASC children: Mixed Reality vs. LEGO Game Play;"This study is part of a larger project that showed the potential of our mixed reality (MR) system in fostering social initiation behaviors in children with Autism Spectrum Condition (ASC). We compared it to a typical social intervention strategy based on construction tools, where both mediated a face-to-face dyadic play session between an ASC child and a non-ASC child. In this study, our first goal is to show that an MR platform can be utilized to alter the nonverbal body behavior between ASC and non-ASC during social interaction as much as a traditional therapy setting (LEGO). A second goal is to show how these body cues differ between ASC and non-ASC children during social initiation in these two platforms. We present our first analysis of the body cues generated under two conditions in a repeated-measures design. Body cue measurements were obtained through skeleton information and characterized in the form of spatio-temporal features from both subjects individually (e.g. distances between joints and velocities of joints), and interpersonally (e.g. proximity and visual focus of attention). We used machine learning techniques to analyze the visual data of eighteen trials of ASC and non-ASC dyads. Our experiments showed that: (i) there were differences between ASC and non-ASC bodily expressions, both at individual and interpersonal level, in LEGO and in the MR system during social initiation; (ii) the number of features indicating differences between ASC and non-ASC in terms of nonverbal behavior during initiation were higher in the MR system as compared to LEGO; and (iii) computational models evaluated with combination of these different features enabled the recognition of social initiation type (ASC or non-ASC) from body features in LEGO and in MR settings. We did not observe significant differences between the evaluated models in terms of performance for LEGO and MR environments. This might be interpreted as the MR system encouraging similar nonverbal behaviors in children, perhaps more similar than the LEGO environment, as the performance scores in the MR setting are lower as compared to the LEGO setting. These results demonstrate the potential benefits of full body interaction and MR settings for children with ASC.";;Trata de demostró el potencial de nuestro sistema de Realidad Mixta (RM) para fomentar conductas de iniciación social en niños con Condición del Espectro Autista (CEA/ASC);GAME, TEA, IA;RM;ojo con este;AR,MR,playground;0;AR,MR;playground;;
10.1145/3626485.3626529;Students with Attention-Deficit/Hyperactivity Disorder and Utilizing Virtual Reality to Improve Driving Skills;Attention-deficit hyperactivity disorder (ADHD) is a developmental disability that affects both adolescents and adults in the current time. With driving being a staple part of the American lifestyle, it is clear that such disabilities can inhibit the progress for one’s journey of learning to drive a motor vehicle. Relevant research and studies suggest that there is a correlation between an increased number of driving citations and people with ADHD, along with evidence of moderate driving issues within sample groups of people with ADHD. With virtual reality (VR) becoming a principal technology of the modern world, perhaps its uses can extend to benefiting those with developmental disabilities such as ADHD. Through the creation of a driving simulation, users can use VR technology to practice the necessary skills needed to drive, without the risk of physical injury to themselves or others. with the purpose to aid the learning experience of those with ADHD, the simulation can be designed with specific features present to help them maintain focus on the important details needed for practicing safe driving.;;Trata de beneficiar a personas con TDAH. A través de una simulación de conducción, los usuarios pueden practicar las habilidades necesarias sin riesgo de lesiones físicas;VR;;;AR,VR;0;VR,AR;;;
10.1145/3014033.3014039;Virtual reality enhanced pink dolphin game for children with ASD;Autism Spectrum Disorder (ASD) is a developmental disorder with different levels of severity. Although the exact causes of ASD is not yet known, nor is there a medical cure for ASD to date, special facilities and schools have been established to help individuals coping better and becoming more independent. With the advancement in Virtual Reality (VR) technology, there has been a greater depth of development of technology-enhanced game-based learning for children with ASD. This paper will describe our effort to design VR enabled pink dolphins game assisting children with ASD in their learning, at the same time, to avoid the use of physical pink dolphins which is a species endangered for animal assisted intervention. In particular, we will discuss the benefits of this VR technology enhanced and game based learning for children to follow direction, give direction and do hand-eye coordination.;;Trata de diseñar un juego de delfines rosados habilitado para RV, que asiste a los niños TEA en su aprendizaje y evita el uso de delfines físicos, una especie en peligro de extinción, en las intervenciones asistidas por animales;VR, GAME, TEA;;;AR,VR;0;VR,AR;;;
10.1145/3702163.3702415;Game Theory Teaching Strategy to Improve Social Skills for Children with Autism;Children with autism often suffer from social difficulties, impaired verbal communication, repetitive behaviors, and poor emotional control. However, these symptoms can be alleviated to some extent with timely intervention. Current studies have placed children with autism as another normal person or observer for social interaction training. Autistic children encounter difficulties in mentalizing during these trainings. Still, few studies have provided solutions for children with autism when they face interactions with people that create mentalizing difficulties. This study utilizes game theory to address the issue of mentalization in children with autism. It integrates targeted social activities with game rules and concept maps, and develops augmented reality game software to create a social skill training system. The simulation experiment results present that the game theory teaching strategy proposed in this study can teach children with ASD to make self-interested decisions when competing with people in the real world.;;Trata de utilizra la Teoría de Juegos para abordar las dificultades sociales, comunicación verbal alterada y falta de control emocional de niños TEA, integrando actividades sociales con reglas de juego y mapas conceptuales, desarrollando un software de Realidad Aumentada (AR);GAME, TEA;AR;;AR;0;AR;;;
10.1145/3487606;INC-Hg: An Intelligent Collaborative Haptic-Gripper Virtual Reality System;Collaborative Virtual Environments (CVE) have shown potential to be an effective social skill training platform for children with Autism Spectrum Disorders (ASD) to learn and practice collaborative and communication skills through peer interactions. However, most existing CVE systems require that appropriately matched partners be available at the same time to promote interaction, which limits their applicability to some community settings due to scheduling constraints. A second shortcoming of these more naturalistic peer-based designs is the intensive resources required to manually code the unrestricted conversations that occurred during the peer-based interactions. To preserve the benefits of CVE-based platforms and mitigate some of the resource limitations related to peer availability, we developed an Intelligent Collaborative Haptic-Gripper System (INC-Hg). This system provides an intelligent agent partner who can understand, communicate, and haptically interact with the user, without requiring the presence of another human peer. The INC-Hg operates in real time and thus is able to perform collaborative training tasks at any time and at the user's pace. INC-Hg can also record the real-time data regarding spoken language and task performance, thereby greatly reducing the resource burden of communication and interaction performance analysis. A preliminary usability study with 10 participants with ASD (ages 8–12 years) indicated that the system could classify the participant's utterances into five classes with an accuracy of 70.34\%, which suggested the potential of INC-Hg to automatically recognize and analyze conversational content. The results also indicated high accuracies of the agent to initiate a conversation (97.56\%) and respond to the participants (86.52\%), suggesting the capability of the agent to conduct proper conversations with the participants. Compared to the results of human-to-human collaborative tasks, the human-to-agent mode achieved higher average collaborative operation ratio (61\% compared to 40\%) and comparable average frequencies for Initiations and Responses among the participants with ASD. These results offer preliminary support as well as areas of improvement regarding the agent's ability to respond to participants, work with participants to complete tasks, engage in back-and-forth conversations, and support the potential of the agent to be a useful partner for individuals with ASD completing CVE tasks.;;Trata de proporciona un compañero agente inteligente capaz de comprender, comunicarse e interactuar hápticamente con el usuario sin necesidad de un par humano;VR, TEA;;;AR;0;AR;;;
10.1145/3699738;EMooly: Supporting Autistic Children in Collaborative Social-Emotional Learning with Caregiver Participation through Interactive AI-infused and AR Activities;Children with autism spectrum disorder (ASD) have social-emotional deficits that lead to difficulties in recognizing emotions as well as understanding and responding to social interactions. This study presents EMooly, a tablet game that actively involves caregivers and leverages augmented reality (AR) and generative AI (GenAI) to enhance social-emotional learning for autistic children. Through a year of collaborative effort with five domain experts, we developed EMooly that engages children through personalized social stories, interactive and fun activities, and enhanced caregiver participation, focusing on emotion understanding and facial expression recognition. Compared with a baseline, a controlled study with 24 autistic children and their caregivers showed EMooly significantly improved children's emotion recognition skills and its novel features were preferred and appreciated. EMooly demonstrates the potential of AI and AR in enhancing social-emotional development for autistic children via prompt personalizing and engagement, and highlights the importance of caregiver involvement for optimal learning outcomes.;;Trata de presenta EMooly, un juego para tablet que involucra activamente a los cuidadores y aprovecha la Realidad Aumentada (AR) y la IA Generativa (GenAI) para mejorar el aprendizaje socioemocional de niños con TEA;AR, TEA, IA;GAME;;AR,playground;0;AR;playground;;
10.1145/3586183.3606755;Starrypia: An AR Gamified Music Adjuvant Treatment Application for Children with Autism Based on Combined Therapy;In this paper, we present Starrypia, a lightweight gamified music adjuvant treatment application to improve the symptoms of mild autistic children, eliminating the geographical and time constraints faced by traditional treatment. Adopting ABA (Applied Behavior Analysis) behavioral theory as the principle, Starrypia follows the stimulus-response-reinforcement-pause process and incorporates music therapy and sensory integration. Based on AR, Starrypia provides multi-sensory intervention through music generated by BiLSTM deep model, 3D visual scenes, touch interaction to keep children focused and calm. We conducted a controlled experiment on 20 children to test Starrypia’s effectiveness and attraction. Children’s pre-test and post-test scores on two autism rating scales and performance during the test were applied to measure their abilities and engagement. Experimental results indicated that children showed great interest in Starrypia and presented evident symptom remission and advance in overall abilities after 4 weeks of use. In conclusion, Starrypia is practicable in both therapeutic effect and user experience, and conspicuously instrumental in promoting sensory ability.;;Trata de Presentamos Starrypia, una aplicación ligera de tratamiento adyuvante musical gamificado para mejorar los síntomas de niños con autismo leve, eliminando las restricciones geográficas y temporales del tratamiento tradicional;AR, GAME, TEA;;;AR;0;AR;;;
10.1145/3544548.3580721;Interactive AR Applications for Nonspeaking Autistic People? - A Usability Study;About one-third of autistic people are nonspeaking, and most are never provided access to an effective alternative to speech. Thoughtfully designed AR applications could provide members of this population with structured learning opportunities, including training on skills that underlie alternative forms of communication. A fundamental step toward creating such opportunities, however, is to investigate nonspeaking autistic people’s ability to tolerate a head-mounted AR device and to interact with virtual objects. We present the first study to examine the usability of an interactive AR-based application by this population. We recruited 17 nonspeaking autistic subjects to play a HoloLens 2 game we developed that involved holographic animations and buttons. Almost all subjects tolerated the device long enough to begin the game, and most completed increasingly challenging tasks that involved pressing holographic buttons. Based on the results, we discuss best practice design and process recommendations. Our findings contradict prevailing assumptions about nonspeaking autistic people and thus open up exciting possibilities for AR-based solutions for this understudied and underserved population.;;Trata de examina la usabilidad de una aplicación de RA interactiva en personas con TEA con problemas de habla;AR, GAME, TEA;;;AR;0;AR;;;
10.1145/3744464.3744497;AI-Driven Gamified Intervention Models for Autism Education Across Developmental Stages;This article studies the application of artificial intelligence-assisted gamification therapy in children with autism spectrum disorder of different ages. The autism spectrum disorder mentioned here is what we commonly refer to as ASD children. This research combines gamification and artificial intelligence technology to provide children with personalized learning materials to improve their skills in language, social interaction and emotion. These projects will offer personalized advice to children with autism, plan learning paths suitable for them, and provide timely feedback to help them solve specific problems they encounter. This approach also designs courses based on different development stages and creates some sensory stimulating activities for children who haven't started to speak yet. Design tools that can help vocabulary development for children who are just beginning to learn languages, and design communication exercises for children with stronger learning abilities. The results of the experiment show that the children have made remarkable improvements in terms of participation, language skills, and social emotional behaviors. Artificial intelligence has potential in supporting children with autism, and it can also be seen that artificial intelligence methods play a crucial role in autism education.;;Trata de estudia la aplicación de la terapia de gamificación asistida por IA en niños con TEA de diferentes edades. La investigación combina el juego con la IA para proporcionar materiales de aprendizaje personalizados que mejoran las habilidades lingüísticas, sociales y emocionales;GAME, TEA, IA;;;AR,playground;0;AR;playground;;
10.1145/3369199.3369212;An AR Puzzle Application for Improving Emotion Recognition for AS Children;Affecting to around 1\% of the population, Autism is sometimes described as a different approach to interacting with the world. Adapting the surrounding objects and systems can improve their experience and their relative's. This project is based on previous research where it has been shown that toys can influence positively in a child's development. Also, new technologies as Augmented Reality (AR) can be beneficial for these children in attracting and keeping their attention. The proposed game would engage the player by first creating a customized monster with the help of different AR markers. In a second stage, the player would try to guess the emotion of different monsters or virtual humans. The game will be tested in further stages to check its suitability for the AS children and the effect on their emotion recognition skills.;;Trata de en investigaciones previas que demuestran que los juguetes influyen positivamente en el desarrollo infantil de niños con TEA;AR, GAME, TEA;;;AR;0;AR;;;
10.1145/3699749;Smartphone Haptics Can Uncover Differences in Touch Interactions Between ASD and Neurotypicals;Utilizing touch interactions from smartphones for gathering data and identifying digital markers for screening and monitoring neurological disorders, such as Autism Spectrum Disorder (ASD), is an emerging area of research. Smartphones provide multiple benefits for this kind of study, including unobtrusive data collection via built-in sensors, integrated haptic feedback systems, and the capability to create specialized applications. Acknowledging the significant yet understudied presence of tactile processing differences in individuals with ASD, we designed and developed Feel and Touch, a mobile game that leverages the haptic capabilities of smartphones. This game provides vibrotactile feedback in response to touch interactions and collects data on these interactions. We conducted a deployment study with 83 Mexican children who played Feel and Touch to capture their interactions with the game. Our analysis, comparing touch interactions between children with ASD and neurotypical (NT) peers, uncovered three digital markers based on phone tilt and touch patterns that distinguish the two groups. Additionally, we demonstrated the ability of a machine learning model to accurately classify these interactions between ASD and NT children. Our findings discuss the implications in terms of accessibility and ubiquity, as well as the possibilities for the development of digital markers and their application in pervasive computing for healthcare.;;"Trata de Reconociendo las diferencias en el procesamiento táctil de las personas con TEA, desarrollamos ""Feel and Touch"", un juego móvil que aprovecha las capacidades hápticas del teléfono";GAME, TEA, IA;;;AR;0;AR;;;
10.1145/3430524.3440646;“Can you help me move this over there?”: training children with ASD to joint action through tangible interaction and virtual agent;New technologies for autism focus on the training of either social skills or motor skills, but not both. Such a dichotomy omits a wide range of joint action tasks that require the coordination of two persons (e.g. moving a heavy furniture). The training of these physical tasks performed in dyad has great potential to foster inclusiveness while having an impact on both social and motor skills. In this paper, we present the design of a tangible and virtual interactive system for the training of children with Autism Spectrum Disorder (ASD) in performing joint actions. The proposed system is composed of a virtual character projected onto a surface on which a tangible object is magnetized: both the user and the virtual character hold the object, thus simulating a joint action. We report and discuss preliminary results of a field training study, which shows the potential of the interactive system.;;Trata presentamos el diseño de un sistema interactivo tangible y virtual para el entrenamiento de niños con Trastorno del Espectro Autista (TEA) en la ejecución de acciones conjuntas.;VR,TEA;;;AR;0;AR;;;
10.1145/3014033.3014041;Challenges and solutions of motion sensing games for autism education;Motion Sensing Game is a new attempt in autism education in Mainland China. Currently, it has a number of challenges in its practical application. For instance, motion sensing games are still in its infant stage with few educational rehabilitation and practical skills games available. Assessment function with such games is not common and generalization of the game based learning is difficult too. To solve these difficulties and to improve the efficiency of motion sensing game application, Suzhou Industrial Park Renai School has made several efforts by cooperating with enterprises, improving game design, enhancing the role of assessment, involving pivotal response training (PRT) in order to meeting all of the challenges.;;Trata de enfocarse en la rehabilitación educativa de niños con Tea mediante juegos de detección de movimiento;GAME, TEA;;;AR;0;AR;;;
10.1145/3340631.3394867;Recommending Video Games to Adults with Autism Spectrum Disorder for Social-Skill Enhancement;Autism spectrum disorder (ASD) is a long-standing mental condition characterized by hindered mental growth and development and is a lifelong disability for the majority of affected individuals. In 2018, 2-3\% of children in the USA have been diagnosed with autism. As these children move to adulthood, they have difficulty in developing a well-functioning motor skill. Some of these abnormalities, however, can be gradually improved if they are treated appropriately during their adulthood. Studies have shown that people with ASD enjoy playing video games. Educational games, however, have been primarily developed for children with ASD, which are too primitive for adults with ASD. We have developed a gaming and personalized recommender system that suggests therapeutic games to adults with ASD which can improve their social-interactive skills. The gaming system maintains the entertainment value of the games to ensure that adults are interested in playing them, whereas the recommender system suggests appropriate games for adults with ASD to play. The effectiveness and merit of our gaming and recommender system is backed up by an empirical study.;;Trata de desarrollar un sistema de juego y recomendación personalizada que sugiere juegos terapéuticos para adultos con TEA con el fin de mejorar sus habilidades socio-interactivas;TEA;;;AR;0;AR;;;
10.1145/3383923.3383954;Validation of Emotions as a Measure of Selective Attention in Children with Autism Spectrum Disorder;This research studied the validation of emotions as a measure of selective attention in children with autism spectrum disorder (ASD) and their typically developing (TD) peers. Seven basic emotions such as anger, sadness, disgust, joy, surprise, fear and contempt as well as neutral emotion of participants were detected in real-time using iMotions and affectiva software. This study investigated these emotions against task performance. The result shows no significant difference in emotion between the two groups except in neutral and contempt. Also, the result revealed that there was no significant correlation between the seven basic emotions and selective attention in ASD and TD group. However, neutral emotion has a significant correlation on selective attention only in children with ASD and the group differs in neutral and contempt emotions. Thus, this study suggests that the seven basic emotions have no effect on selective attention in children with ASD and TD. Further studies need to investigate the low-level facial activity that represents neutral and contempt emotions.;;Trata de un estudio de la validación de las emociones como medida de la atención selectiva en niños con TEA y sus pares con desarrollo típico (TD);TEA;;;AR;0;AR;;;
10.1145/3459608;C-Hg: A Collaborative Haptic-Gripper Fine Motor Skill Training System for Children with Autism Spectrum Disorder;Computer-assisted systems can provide efficient and engaging ASD intervention environments for children with Autism Spectrum Disorder (ASD). However, most existing computer-assisted systems target only one skill deficit (e.g., social conversation skills) and ignore the importance of other areas, such as motor skills, that could also impact social interaction. This focus on a single domain may hinder the generalizability of learned skills to real-world scenarios, because the targeted teaching strategies do not reflect that real-world tasks often involve more than one skill domain. The work presented in this article seeks to bridge this gap by developing a Collaborative Haptic-gripper virtual skill training system (C-Hg). This system includes individual and collaborative games that provide opportunities for simultaneously practicing both fine motor skills (hand movement and grip control skills) as well as social skills (communication and collaboration) and investigating how they relate to each other. We conducted a usability study with 10 children with ASD and 10 Typically Developing (TD) children (8–12 years), who used C-Hg to play a series of individual and collaborative games requiring differing levels of motor and communication skill. Results revealed that participant performance significantly improved in both individual and collaborative fine motor skill training tasks, including significant improvements in collaborative manipulations between partners. Participants with ASD were found to conduct more collaborative manipulations and initiate more conversations with their partners in the post collaborative tasks, suggesting more active collaboration and communication of participants with ASD in the collaborative tasks. Results support the potential of our C-Hg system for simultaneously improving fine motor and social skills, with implications for impacts of improved fine motor skills on social outcomes.;;Trata de el sistema C-Hg (Colaborativo de Pinza Háptica), que incluye juegos individuales y colaborativos para practicar simultáneamente habilidades motoras finas (movimiento manual y control de agarre) y habilidades sociales (comunicación y colaboración);TEA;GAME;;AR,motion capture;0;AR;;;motion capture
10.1145/3429630.3429635;Recognizing Situational Color and Facial Emotions through Children's Interactive Games;"Through gaming, children could recognize facial expression, color, emotion and situation. Thus, we thoughtfully integrate Scratch programming into game so that children could inter-react with others while playing together in the game. Compared with normal, autism (ASD) have cognitive impairments in social and facial emotions. In this paper, we illustrate how children (from age 7 to 11 old) grouping by every three members and play Makey Makey game; and after releasing them with situation narratives, children dress on specified emotion color costumes, follow the rule of the game, play the games, and then take post-test. We use the Positive Technological Development (PTD) to analyze those data collected. And the outcomes of this research are listed as the followings: There is a positive association between color and emotion, children could identify facial emotion and color appropriately, such as yellow for happy (joy), purple for unhappy (sad) and black for horrible (fear). Moreover, there are improvements of children's social collaboration and body movement. Furthermore, the design of this game help people to detect whether a child is lack of social maturity and facial emotion detection instantly and effectively.";;Trata de Integramos la programación en Scratch para que los niños con autismo (quienes presentan deficiencias cognitivas en emociones sociales y faciales) puedan interactuar con otros;GAME, TEA;;;AR,motion capture;0;AR;;;motion capture
